"S.No","Product Name","Type / Outlet","Category","Price (₹)","MRP (₹)","Unit","Stock","Status","Tags","Product ID","Restaurant ID"
"382","Haldiram's Khatta Meetha","Grocery (Dark Store)","Snacks & Munchies","50","50","","6","ACTIVE","Namkeen","cmsg1kar7000704kw9vtoryry",""
"383","Haldiram's Masala Boondi","Grocery (Dark Store)","Snacks & Munchies","55","55","200 g","2","ACTIVE","Namkeen","cmsg2a4iz000j04jurjo2da84",""
"384","Haldiram's Moongfali Dal","Grocery (Dark Store)","Snacks & Munchies","60","60","","5","ACTIVE","Namkeen","cmsg0arig001l04jp9pyc2wnt",""
"385","Haldiram's Navrattan","Grocery (Dark Store)","Snacks & Munchies","50","50","","6","ACTIVE","Namkeen","cmsg0efv0000e04ldgfgakgpu",""
"386","Haldiram's Nut Cracker ","Grocery (Dark Store)","Snacks & Munchies","55","55","","5","ACTIVE","Namkeen","cmsg0ueyq000204ih9m2ie9na",""
"387","Haldiram's Nut Crusher","Grocery (Dark Store)","Snacks & Munchies","65","65","200 g","3","ACTIVE","Namkeen","cmsg22p4t000604juo2cquglu",""
"388","Haldiram's Panchratan","Grocery (Dark Store)","Snacks & Munchies","100","100","","6","ACTIVE","Namkeen","cmsg0pstz001p04jpuc18hopt",""
"389","Haldiram's Shahi Dal Biji","Grocery (Dark Store)","Snacks & Munchies","65","65","","6","ACTIVE","Namkeen","cmsg1a35o001504ldwd7zmy9l",""
"390","Haldiram's Soan Papdi","Grocery (Dark Store)","Snacks & Munchies","320","320","1 kg","6","ACTIVE","","cmseyjkwg000404lacwj6bqsj",""
"391","Hell","Grocery (Dark Store)","Beverages","58","60","1 Can","999","ACTIVE","beverages, chilled, drinks, soft-drink, grocery","cmqhe8e1i000204kzn7a5rs4n",""
"392","Himalaya Purifying Neem Face Wash | 200 ml","Grocery (Dark Store)","Personal Care","299","449","200ml","1","ACTIVE","Facewash","cmqtd88q6000004jxfs2p9oyn",""
"393","Kaju (Good Life W240 Cashew)","Grocery (Dark Store)","Grocery Essential ","629","645","400 g","2","ACTIVE","","cmrekrbes000004l4kmf0wjl3",""
"394","Kellogg's Multigrain Chocos ","Grocery (Dark Store)","Grocery Essential ","129","140","168 g","1","ACTIVE","late-night","cmqteq1cl000004jrigoj1ysv",""
"395","Kissan Mixed Fruit Jam","Grocery (Dark Store)","Grocery Essential ","25","25","95gm","6","ACTIVE","Jam, breakfast","cmqtfrnl0000004jsjt7ydxgp",""
"396","Kissan Mixed Fruit Jam","Grocery (Dark Store)","Kitchen Needs","90","90","200 g","5","ACTIVE","","cmt02icm8000004ihrqbsr5si",""
"397","KitKat ","Grocery (Dark Store)","Chocolates","50","50","","14","ACTIVE","","cmseri48x000p04l4qvqclc76",""
"398","KitKat Chocolate ","Grocery (Dark Store)","Chocolates","30","30","","7","ACTIVE","chocolates, sweets","cmserglqo000m04l4g1tvs0cs",""
"399","Kiwi","Grocery (Dark Store)","Fruits & Vegetables","110","120","4 piece","95","ACTIVE","fresh, produce","cmsszxwzw000204ju8z4ltmp7",""
"400","Knorr Soup","Grocery (Dark Store)","Instant Foods","55","55","40 g","5","ACTIVE","","cmt027k0f000904l2cw1h05rm",""
"401","Lemon ( Nimboo)","Grocery (Dark Store)","Fruits & Vegetables","20","25","","137","ACTIVE","","cmqkw3x24000004l1iaczr6wx",""
"402","Lotte Choco Pie","Grocery (Dark Store)","Snacks & Munchies","159","180","336 g","1","ACTIVE","","cmreofrw4000004jvy9ueeesm",""
"403","Maaza","Grocery (Dark Store)","Beverages","49","50","1 L","999","ACTIVE","beverages, chilled, drinks, soft-drink, grocery","cmqheu2kc000004kzr9v5aq82",""
"404","Macaroni ","Grocery (Dark Store)","Instant Foods","59","59","400 g","5","ACTIVE","","cmsfxhbj7000e04jpquezx1mh",""
"405","Maggi","Grocery (Dark Store)","Instant Foods","115","120","1 Pack (560 gm)","0","ACTIVE","late-night","cmqt9hfjp000004l21h70mkkw",""
"406","Mamaearth Onion Shampoo for Hair Growth","Grocery (Dark Store)","Personal Care","445","599","400ml","1","ACTIVE","personal-care, skincare","cmqtdgjzr000004jxxla4r33g",""
"407","Mamaearth Rice Dewy Bright Face","Grocery (Dark Store)","Personal Care","349","449","150 ml","1","ACTIVE","personal-care, skincare","cmqtefl4h000004l5fb53jgae",""
"408","Mango(Dasehri Aam)","Grocery (Dark Store)","Fruits & Vegetables","59","65","1 kg","46","HIDDEN","fresh, fruits, vegetables","cmqj0wlgv000004l73497qs1g",""
"409","Mango(Tota  Aam)","Grocery (Dark Store)","Fruits & Vegetables","50","55","1 kg","50","HIDDEN","fresh, fruits, vegetables","cmqj0ojv4000004l2g2zys19f",""
"410","Milky Bar","Grocery (Dark Store)","Chocolates","40","40","","7","ACTIVE","","cmsert0x3000404jlps6gfj2o",""
"411","Mineral Water","Grocery (Dark Store)","Beverages","18","20","1 L","999","ACTIVE","beverages, chilled, drinks, soft-drink, grocery","cmqheze1i000004kzr09pr2dn",""
"412","Mortein Combo  (Machine+ Refill)","Grocery (Dark Store)","Home Needs and Cleaning ","100","100","","5","ACTIVE","","cmsgk1bip000504l8vfuy8vfy",""
"413","Musambi ","Grocery (Dark Store)","Fruits & Vegetables","80","85","1 kg","49","ACTIVE","fresh, fruits, vegetables","cmqj0q4vb000104l2fcfjp2lh",""
"414","Namaste India Desi Ghee","Grocery (Dark Store)","Kitchen Needs","250","250","335 ml","2","ACTIVE","","cmsggu65w000004l754u12zzw",""
"415","Nariyal Gari","Grocery (Dark Store)","Fruits & Vegetables","50","55","1 Pc","49","ACTIVE","fresh, fruits, vegetables","cmqj10vnw000204l2uf9t6q4l",""
"416","Nariyal Pani ","Grocery (Dark Store)","Fruits & Vegetables","89","99","1 pc","12","ACTIVE","fresh, fruits, vegetables","cmqj12r6i000004k0y7i9qq01",""
"417","Nivea Men All In One Charcoal with Vitamin C","Grocery (Dark Store)","Personal Care","130","149","50gm","0","ACTIVE","Facewash","cmqtd1l5f000004l51hq0pqav",""
"418","NIVEA MEN Dark Spot Reduction Face Wash","Grocery (Dark Store)","Personal Care","125","129","50 gm","1","ACTIVE","","cmqtfjedn000104l2em2hjv7o",""
"419","Nutrela Soya Mini Chunks","Grocery (Dark Store)","Instant Foods","47","47","200 g","5","ACTIVE","","cmsgh3rdl000204l70p19seqi",""
"420","Odonil Set","Grocery (Dark Store)","Home Needs and Cleaning ","212","212","","2","ACTIVE","","cmsgikdan000104jtdg06y5n7",""
"421","Onion ( Pyaaz)","Grocery (Dark Store)","Fruits & Vegetables","25","30","","14","ACTIVE","","cmqkvcaz4000004l1nzolysqj",""
"422","Orange ","Grocery (Dark Store)","Fruits & Vegetables","140","145","1 kg","49","ACTIVE","fresh, fruits, vegetables","cmqj05ijt000004kzbm9qxmoy",""
"423","Oreo Biscuits ( Jumbo Pack)","Grocery (Dark Store)","Snacks & Munchies","119","144","5 packs ( 459.25 g)","2","ACTIVE","late-night","cmqtcg3ut000004l2jt1qqpi6",""
"424","Parle Hide & Seek Biscuits ","Grocery (Dark Store)","Snacks & Munchies","129","150","413 g","5","ACTIVE","","cmrenhem8000104ky2atxvg3q",""
"425","Parle-G Biscuits","Grocery (Dark Store)","Snacks & Munchies","95","100","800 g","1","ACTIVE","","cmrel1kxv000004l43n9jeozj",""
"426","Parwal","Grocery (Dark Store)","Fruits & Vegetables","35","40","","157","ACTIVE","","cmqky6ixi000004l8cyukixz8",""
"427","Pears Original Glycerin Soap Bar - Pure & Gentle Glow","Grocery (Dark Store)","Personal Care","310","379","5 soaps","1","ACTIVE","bathing-soap","cmqtdl8t0000004jms34soh6u",""
"428","Penne Pasta","Grocery (Dark Store)","Instant Foods","86","132","400 g","5","ACTIVE","","cmsfy0b2u000004jo3kn1e5l6",""
"429","Pepsi ","Grocery (Dark Store)","Beverages","20","20","400 ml","998","ACTIVE","beverages, chilled, drinks, soft-drink, grocery","cmqhemxbd000404kzqufrnq4r",""
"430","Pineapple ( Ananas)","Grocery (Dark Store)","Fruits & Vegetables","80","85","1 pc","50","ACTIVE","fresh, fruits, vegetables","cmqj1q790000004l1l1jxjv6i",""
"431","Pineapple Cake","Grocery (Dark Store)","Bakery ","230","250","","99999","ACTIVE","bakery, cake, cakes","cmqp3k9re000004l8mxlhk3mb",""
"432","Pista (Roasted & Salted Pistachio)","Grocery (Dark Store)","Grocery Essential ","749","799","400 g","2","ACTIVE","","cmrekl5ex000004ie6e5cozcb",""
"433","Poha","Grocery (Dark Store)","Instant Foods","79","89","500 g","5","ACTIVE","","cmsggxjpq000104ld3vt1wph3",""
"434","Pomegranate(Anaar)","Grocery (Dark Store)","Fruits & Vegetables","149","160","1 kg","42","ACTIVE","fresh, fruits, vegetables","cmqizrvzf000004kyjzisnswi",""
"435","Potato (Aalo)","Grocery (Dark Store)","Fruits & Vegetables","25","30","1 pc","92","ACTIVE","","cmqkn5ukr000004i8qzte3gk6",""
"436","Pumpkin ( Kaddu)","Grocery (Dark Store)","Fruits & Vegetables","15","20","","94","ACTIVE","","cmqkts44z000004jldomcvr33",""
"437","Purple Brinjal ( Baigan)","Grocery (Dark Store)","Fruits & Vegetables","40","35","","100","ACTIVE","","cmqkwkgnz000004l8ljmh1hcb",""
"438","Quaker Oats","Grocery (Dark Store)","Instant Foods","60","60","","6","ACTIVE","","cmsfx6igt000304jrd8qzc5i6",""
"439","Real Activ Coconut Water","Grocery (Dark Store)","Beverages","114","178","1 litre","2","ACTIVE","beverages, chilled, drinks, soft-drink, grocery","cmqtenvc8000104lbqimtdi3k",""
"440","Real Fruit Power Masala Mixed Fruit","Grocery (Dark Store)","Beverages","119","150","1 litre","999","ACTIVE","beverages, chilled, drinks, soft-drink, grocery","cmqtevf5f000005jogeuk28q5",""
"441","Red Bull","Grocery (Dark Store)","Beverages","119","125","250 ml","999","ACTIVE","beverages, chilled, drinks, soft-drink, grocery","cmrjn0rdo000104jlx8mdm34e",""
"442","Red Paste |Family Saver Pack","Grocery (Dark Store)","Personal Care","159","213","300gm","1","ACTIVE","","cmqtdwi2m000004jxox2csqny",""
"443","Rex Baking Powder ","Grocery (Dark Store)","Kitchen Needs","32","32","100 g","6","ACTIVE","","cmsf1r4pn000504jrfidjx7eb",""
"444","Saffola Classic Masala Oats","Grocery (Dark Store)","Instant Foods","230","230","500 g","0","ACTIVE","","cmt03g7hl000404ihu5frweun",""
"445","Saffola Masala Oats ","Grocery (Dark Store)","Grocery Essential ","250","260","550gm","0","ACTIVE","breakfast, popular","cmqtf4qcj000004l22q1v2zyj",""
"446","Saffola Oats","Grocery (Dark Store)","Grocery Essential ","62","62","200 g","6","ACTIVE","","cmseyzs74000104jqeubyjdxg",""
"447","Saffola Peppy Tomato Masala Oats","Grocery (Dark Store)","Instant Foods","230","230","500 g","1","ACTIVE","","cmt03hzx7000504jm5628hoxp",""
"448","Saffola Veggie Twist Masala Oats","Grocery (Dark Store)","Instant Foods","230","230","500 g","2","ACTIVE","","cmt03h6it000304jmbakyunpb",""
"449","Seeds, Nuts & Berries","Grocery (Dark Store)","Snacks & Munchies","349","349","","2","ACTIVE","","cmsf1nwzv000204jr0nl66n7o",""
"450","Sewai","Grocery (Dark Store)","Instant Foods","55","55","400 g","4","ACTIVE","","cmsfxpff7000404lanot2x4jw",""
"451","Silk Cadbury  Celebration  ","Grocery (Dark Store)","Chocolates","350","350","","3","ACTIVE","","cmsezpx58000104jwaew9hi8q",""
"452","Sprite","Grocery (Dark Store)","Beverages","20","20","250 ml","999","ACTIVE","beverages, chilled, drinks, soft-drink, grocery","cmqhehn8z000004jsfdy91wjy",""
"453","Sunfeast Dark Fantasy Choco Creme Dark Crunch Cookies","Grocery (Dark Store)","Bakery ","85","98","237 gm","0","ACTIVE","bakery, biscuits, cookies, snacks, grocery","cmqtg5whp000004jsc03h7g3a",""
"454","Taaza Tea","Grocery (Dark Store)","Kitchen Needs","55","55","250 g","2","ACTIVE","","cmt035jtw000c04l2nbagb2lm",""
"455","Tandoori Chicken Masala ","Grocery (Dark Store)","Kitchen Needs","52","52","50 g","10","ACTIVE","","cmsfvnfn3000s04jvsxj2a9hv",""
"456","The Derma Co Sali-Cinamide Anti-Acne Face Wash","Grocery (Dark Store)","Personal Care","349","449","150 ml","1","ACTIVE","Facewash, popular","cmqtekmtv000004lb46usaw8h",""
"457","Thumsup","Grocery (Dark Store)","Beverages","49","50","1 L","998","ACTIVE","beverages, chilled, drinks, soft-drink, grocery","cmqhejcye000004kz09h2u7bt",""
"458","Tomato ( Tamatar)","Grocery (Dark Store)","Fruits & Vegetables","50","60","1 pc","93","ACTIVE","","cmqknc86a000004l14k1zhdmk",""
"459","Unibic Choco Chip Cookies","Grocery (Dark Store)","Snacks & Munchies","179","200","5 packs","2","ACTIVE","","cms34p5u2000404kzd3rohogw",""
"460","Unibic Cookies ","Grocery (Dark Store)","Snacks & Munchies","25","30","67.5 g","7","HIDDEN","","cmrene9nf000104i81ffb8t61",""
"461","Vanilla Dream","Grocery (Dark Store)","Ice Cream","85","85","300 ml","999","ACTIVE","cold-coffee, cold-coffee, cold coffee, iced coffee, iced-coffee, coldcoffee, shake, shakes, veg, restaurant, restaurant","cmqhzcr2l000004icn0x4ex75",""
"462","Veeba Tomato Ketchup ","Grocery (Dark Store)","Grocery Essential ","129","150","1 kg","0","ACTIVE","","cmrek2k6c000104jr73my2hqm",""
"463","Veeba Veg Mayonnaise","Grocery (Dark Store)","Grocery Essential ","199","225","800 g","2","ACTIVE","","cmrek7wd7000004l4vn5tmqhs",""
"464","Veeba Veg Tandoori Mayonnaise","Grocery (Dark Store)","Grocery Essential ","35","50","15 gm","0","ACTIVE","","cmqtg8ew2000004l5h39aolgh",""
"465","Women's Muesli","Grocery (Dark Store)","Grocery Essential ","199","350","350 g","1","ACTIVE","","cmqtdgum1000104jx7dm5f588",""
"466","Yippee! Noodles ","Grocery (Dark Store)","Instant Foods","90","90","6 in one pack (436.6 g)","3","ACTIVE","late-night","cmqtcqern000004jmvuhlzw4j",""
"467","YiPPee! Noodles ","Grocery (Dark Store)","Instant Foods","169","180","726 g ( 10 individual packs)","2","ACTIVE","","cmrefnaa4000104jquhmfplg7",""
"468","Yogabar 10 g Blueberry protein bar ","Grocery (Dark Store)","Snacks & Munchies","49","100","3","0","ACTIVE","","cms3552qc000g04jxztodgnz3",""
"469","Yogabar Millet Museli ","Grocery (Dark Store)","Grocery Essential ","239","285","450 g","1","HIDDEN","","cmqtd3m0b000104l5j8v2fkur",""
"470","Yogabar Protein Oats - Dark Chocolate ","Grocery (Dark Store)","Chocolates","149","200","250 g","0","ACTIVE","chocolates, sweets","cmqtcz0y0000004l261ha4iw4",""
